HouseID,Area_sqft,Bedrooms,Bathrooms,Floors,HouseAge,Garage,LocationScore,SchoolRating,CrimeRate,DistanceCity_km,Price
298,2268,2,5,1,39,3,6,2,9,31,3317299
299,2706,3,2,2,21,1,6,2,2,45,3308593
300,3337,2,4,3,14,2,5,8,6,39,4185304
301,2876,5,2,3,28,0,9,2,6,18,4477211
302,1544,6,2,1,34,1,7,5,2,29,5435867
303,4705,1,4,1,30,1,3,4,1,14,3105802
304,3729,1,1,3,6,3,3,8,10,47,2231641
305,1218,3,1,3,24,1,8,8,2,42,3245325
306,4205,5,5,1,22,0,8,6,3,38,6035449
307,2072,2,3,2,4,3,5,1,10,9,3050353
308,4863,3,1,1,10,3,2,1,2,19,3184703
309,3047,5,4,3,32,2,6,9,7,31,5455340
310,4006,6,5,2,25,3,1,5,7,13,6379244
311,4290,5,3,3,8,3,9,1,10,35,5747989
312,3753,4,4,3,19,3,8,4,10,29,5287403
313,4495,5,2,1,36,1,6,5,8,20,4705228
314,2552,6,3,2,3,0,2,4,9,1,4809714
315,1447,6,4,1,17,2,4,2,2,4,6021134
316,2050,2,5,3,16,3,9,1,10,36,4300150
317,1496,1,5,2,37,1,6,5,3,40,2971179
318,2226,1,3,1,10,0,1,3,8,36,1659685
319,1870,5,1,2,4,1,8,8,4,46,5103901
320,3201,5,4,2,21,3,8,10,6,21,6688760
321,3437,5,3,3,32,3,7,9,1,42,5878005
322,3903,2,1,2,12,2,8,7,10,42,3088997
323,3111,4,5,1,8,1,7,10,7,12,5690180
324,2883,6,3,2,32,3,8,10,9,31,6175693
325,2171,3,5,3,31,3,5,1,7,7,4434458
326,1275,1,5,2,32,3,7,2,1,18,3726370
327,1733,3,3,3,17,1,2,5,4,21,3227183
328,2271,3,3,1,7,3,5,5,5,26,4377408
329,4003,1,1,2,33,1,2,3,7,12,1177987
330,2878,3,1,2,9,0,7,4,1,42,3423882
331,762,4,1,3,14,0,8,9,2,15,4020569
332,2531,6,3,1,29,0,7,9,7,14,5904422
333,1657,2,4,1,6,0,9,5,6,17,4101113
334,3383,6,4,1,18,0,10,2,1,45,6134566
335,1822,2,4,2,20,1,9,1,2,24,3783504
336,1238,1,5,2,31,3,2,1,1,37,2572947
337,3684,6,3,3,22,3,8,8,6,15,6369580
338,4438,2,1,3,13,2,7,1,9,18,2520508
339,1613,4,1,2,26,0,7,2,1,13,3617984
340,1889,3,1,1,12,0,7,8,2,19,3341930
341,4318,4,3,3,2,1,6,4,6,10,4801714
342,3433,3,3,1,32,3,2,1,9,32,3165803
343,3744,1,1,1,16,2,10,2,3,43,2870562
344,3545,2,4,1,11,2,5,8,3,5,4322034
345,4908,2,5,3,38,2,10,8,7,3,4843075
346,3850,5,1,2,36,3,5,9,9,37,4806013
347,3546,4,2,1,9,3,5,1,2,13,4616196
348,3948,3,5,3,4,0,10,8,1,38,5636794
349,3785,3,5,2,12,0,5,2,3,28,4155833
350,2755,3,2,1,32,0,3,3,7,25,2326444
351,3069,6,1,2,20,0,10,9,10,12,5622762
352,2708,1,4,2,18,0,4,9,9,45,2694111
353,3291,4,5,3,2,1,5,5,5,48,5624188
354,3410,4,1,3,11,0,10,7,7,7,4473129
355,2890,3,4,2,18,3,5,3,7,26,4090886
356,4157,1,5,3,30,0,2,8,7,35,2945132
357,2865,6,1,2,28,3,1,1,10,25,3850723
358,1825,5,5,1,15,3,4,4,5,30,5775310
359,4280,6,2,3,28,1,3,6,8,27,4985415
360,944,6,4,3,21,3,3,4,4,25,5836317
361,2535,1,2,1,40,2,4,7,3,38,1992832
362,2194,3,2,1,34,1,1,4,8,6,2693090
363,4710,3,5,1,3,0,9,6,8,41,5350509
364,4096,4,4,2,21,1,9,3,9,16,5068273
365,1054,2,2,3,19,0,7,6,6,48,2787311
366,2591,5,2,1,11,0,6,5,4,1,4677269
367,1090,2,2,1,4,3,1,8,8,8,2940696
368,2402,3,2,2,20,1,7,5,1,8,3638483
369,4481,2,2,1,26,3,3,2,4,38,2913749
370,3126,6,5,2,23,3,8,7,2,40,7019877
371,2145,6,2,3,11,2,10,6,10,47,5982962
372,2148,1,4,2,20,3,4,2,1,35,2785940
373,2231,6,4,2,22,0,8,8,7,32,6012235
374,2629,5,5,3,25,1,3,9,8,4,5860122
375,3918,2,1,3,27,0,8,10,4,23,2991403
376,4740,1,5,2,37,1,9,6,2,40,4058549
377,853,4,4,3,17,3,8,5,7,22,5354322
378,748,2,4,3,31,1,6,1,5,29,2651075
379,1621,3,2,2,34,0,7,5,4,11,3211523
380,1813,1,4,3,18,0,4,5,6,7,2388251
381,1144,6,4,1,23,1,9,3,5,40,6027330
382,1848,1,2,2,1,3,8,6,1,24,3408649
383,1431,4,5,1,14,2,1,6,3,13,5147714
384,3406,1,1,2,38,2,10,2,7,46,2115600
385,2917,5,4,1,6,0,2,2,2,33,4789122
386,788,5,4,1,26,3,5,6,9,2,5521879
387,2045,3,4,1,18,1,9,8,6,49,4519412
388,4893,3,3,3,29,2,5,10,2,3,4876559
389,3736,4,1,3,3,3,4,10,7,7,4804968
390,4559,6,4,1,2,0,10,10,7,39,7346440
391,2466,6,1,3,33,2,5,4,8,36,4342234
392,4062,4,1,1,36,0,5,4,9,8,3037860
393,4620,5,2,2,36,0,8,4,10,50,4579958
394,3465,2,1,3,1,0,2,10,1,9,2896332
395,3842,4,1,3,0,2,4,1,6,3,3591933
396,1213,1,1,1,30,2,4,4,8,4,1627038
397,693,1,2,2,20,0,9,6,3,2,2603854
398,4687,1,4,2,13,3,4,10,1,19,3979712
399,1267,4,3,2,18,2,4,6,5,11,4193565
400,1193,4,3,2,39,1,5,10,1,44,4376114
401,3668,5,4,2,38,0,9,10,1,30,5761353
402,925,5,1,3,11,1,8,5,6,24,4338513
403,2842,3,3,1,24,2,8,4,10,24,4065014
404,4151,1,2,2,15,0,8,8,7,34,2842455
405,4134,5,4,1,26,3,9,3,1,26,6536731
406,1536,4,4,1,13,2,2,5,6,23,4683648
407,2180,2,5,3,17,0,3,10,7,42,3420727
408,1511,2,5,3,5,3,5,9,5,20,4354838
409,4314,6,1,3,16,3,10,4,2,6,6411690
410,3071,2,4,1,24,3,5,10,4,16,4465469
411,1481,4,5,1,33,3,5,6,2,3,5509644
412,4065,5,2,2,2,0,4,8,9,47,4695469
413,1926,5,1,2,8,2,1,2,5,38,3494613
414,1787,4,2,3,14,2,2,5,6,38,3639200
415,3411,4,3,3,0,1,8,4,1,45,4960255
416,1783,1,1,1,3,1,9,10,3,19,2731016
417,1158,4,5,1,38,1,8,3,1,47,4745717
418,3949,5,1,1,1,2,7,3,10,1,4819737
419,999,5,3,3,2,3,2,3,6,37,4562868
420,2135,1,2,2,33,1,9,3,4,11,2192559
421,934,3,2,3,22,0,10,2,4,40,3585939
422,4262,2,1,1,14,0,7,9,4,47,2867221
423,2732,5,2,2,34,0,6,5,7,33,3945148
424,4914,5,2,3,24,3,2,8,5,41,5310908
425,1561,2,1,1,30,3,2,5,5,17,2150396
426,2802,2,1,2,32,2,6,8,4,38,2804249
427,2617,2,4,3,30,3,9,1,4,41,3690747
428,3197,3,4,3,11,0,10,1,4,39,4215421
429,1861,5,3,3,21,2,3,10,6,47,4824968
430,4000,1,2,3,40,0,3,3,10,44,1460513
431,1038,3,2,2,24,2,3,10,10,3,3430328
432,4818,5,3,1,34,2,10,2,6,46,5212946
433,4538,6,1,2,29,2,1,5,1,24,5103965
434,3041,6,2,3,13,1,2,5,5,36,5204318
435,3396,6,3,1,10,1,7,9,4,11,6331494
436,4327,1,1,2,19,3,8,3,3,40,2950805
437,676,3,4,2,5,1,8,1,9,15,4201805
438,3447,3,3,1,10,0,3,8,1,19,4198401
439,1869,1,4,1,31,3,4,2,10,18,2192901
440,1746,1,3,3,11,2,9,10,7,36,3628498
441,911,2,1,3,6,3,1,7,3,23,2434801
442,1372,4,3,2,33,2,4,6,6,36,4294710
443,2700,6,3,3,22,3,8,6,1,27,6256932
444,1902,5,4,3,26,3,1,2,1,19,5067868
445,1693,5,1,3,18,1,6,1,7,20,3762386
446,3531,6,4,3,8,3,8,8,5,21,7267403
447,4494,5,5,3,38,1,1,7,2,44,5673808
448,1268,4,4,3,37,0,2,9,6,32,4240311
449,651,4,1,3,3,1,10,7,8,33,4029871
450,2521,6,5,3,22,0,10,3,4,34,6254002
451,1729,4,5,2,38,2,8,4,10,46,4862253
452,3027,1,3,2,3,3,6,6,2,47,3412161
453,2613,3,4,2,39,2,10,9,4,22,4869399
454,3276,2,5,2,6,2,6,6,8,4,4248662
455,2096,1,2,3,12,3,2,7,2,13,2854862
456,3475,4,1,1,23,0,4,6,9,28,3385474
457,4263,2,1,1,33,0,8,3,7,25,2571817
458,3173,5,5,3,15,2,6,8,1,50,6348395
459,1432,2,1,1,38,0,9,1,10,34,1470280
460,820,5,4,2,11,0,10,8,9,3,5656406
461,1921,1,5,3,1,3,1,10,6,3,3982031
462,926,1,1,2,31,1,4,2,9,37,799367
463,3216,1,3,1,40,2,7,6,2,31,2683565
464,846,2,1,2,33,3,6,6,2,7,2577909
465,1271,3,3,1,27,3,8,1,8,49,3583331
466,4658,5,3,1,34,2,4,4,10,13,4590654
467,2940,5,5,3,19,1,3,1,2,30,5232463
468,2186,1,1,3,0,1,9,7,6,16,2951314
469,2502,2,3,1,33,2,9,8,8,15,3857094
470,2086,5,1,2,27,2,7,1,1,34,4301644
471,1331,4,4,1,40,2,10,1,5,26,4925967
472,3108,6,2,1,23,1,8,10,9,27,6016949
473,1351,4,3,1,20,1,7,6,7,39,4436242
474,1862,5,3,1,23,0,2,7,6,34,4634827
475,2474,4,4,2,25,0,6,10,2,19,5106599
476,2525,1,4,1,22,3,3,9,3,47,3181344
477,687,1,4,1,11,0,5,8,6,26,2732325
478,4137,4,2,2,21,1,4,4,8,36,3626849
479,2798,5,2,2,35,1,10,2,1,27,4971404
480,4892,5,2,1,32,2,4,1,2,1,4948399
481,1443,3,3,2,16,1,1,8,7,40,3289537
482,2465,6,2,2,27,2,8,4,8,7,5400893
483,3467,1,5,3,1,1,9,1,4,19,4137172
484,2380,4,1,2,9,1,2,1,2,24,3060547
485,1854,6,5,2,31,2,3,2,10,4,5563641
486,4798,3,3,3,8,2,6,1,4,18,4402348
487,2264,4,4,1,30,3,1,8,8,43,4500133
488,3365,2,4,2,15,3,7,1,3,13,3982805
489,1369,6,2,3,6,1,8,7,9,2,5748709
490,829,4,4,1,17,2,4,4,3,19,4632268
491,3685,1,5,3,33,1,1,10,9,16,2967986
492,2264,4,4,3,3,3,7,1,1,11,5548191
493,2590,4,3,1,7,3,4,6,6,43,4550671
494,4074,6,4,1,40,3,4,8,1,5,6625466
495,2588,6,5,2,11,2,3,3,5,29,6231440
496,1809,1,5,1,19,1,5,5,3,22,3492609
497,2311,1,3,2,32,3,7,6,10,13,2878231
498,2773,1,4,2,34,2,8,5,10,18,3267049
499,1899,3,5,2,3,3,9,3,4,12,5372701
500,4638,2,3,1,5,1,6,3,6,42,3464150
501,1450,6,2,1,0,1,10,9,9,18,6048728
502,4770,6,3,3,22,2,9,3,10,47,5950250
503,2929,5,3,1,29,3,6,4,9,22,4814664
504,3730,2,3,1,19,2,9,2,3,14,3978607
505,716,6,2,3,40,1,5,2,6,27,4149680
506,2798,5,1,2,21,0,9,1,4,33,4011010
507,3878,4,2,3,20,3,5,2,1,40,4227248
508,3232,1,4,3,26,0,3,2,1,47,2217635
509,608,3,5,1,6,1,8,10,5,28,5042139
510,1820,6,2,2,1,2,2,8,5,34,5638043
511,1650,1,5,2,39,3,8,2,7,48,2893848
512,4325,2,2,1,37,0,1,5,7,21,2195730
513,3725,6,3,1,13,1,3,7,6,11,5602276
514,3328,6,3,1,6,3,2,2,10,50,5068851
